9,mokasa
14,asdmokasa
6,asdmokasa
6,asdmokasa
13,asdmokasa
0,asdmokasa
12,asdmokasa
9,asdmokasa
28,4234okasa
20,4234okasa
7,4234okasa
19,4234okasa
14,snhhh
22,snhhh
14,snhhh
15,snhhh
14,snhhh
13,snhhh
14,sdfsdf
23,sdfsdf
14,sdfsdf
10,sdfsdf
15,sdfsdf
3,sdfsdf
29,
6,
6,
19,
23,
14,
15,
4,
4,
33,
3,
22,
18,
9,
15,
21,
6,
2,
6,asdasd
4,asdasd
4,asdasd
18,asdasd
10,asdasd
45,asdasd
40,asdasd
3,asdasd
49,asdasd
40,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
0,asdasd
37,asdasd
12,asdasd
51,asdasd
10,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
0,pol123
35,pol123
51,pol123
3,pol123
9,pol123
1,pol123
0,pol123
1,pol123
5,pol123
1,pol123
4,
0,
0,
0,
0,
0,
0,
0,
3,
2,
4,
2,
4,
4,
0,rezerwat
3,rezerwat
6,rezerwat
0,rezerwat
3,rezerwat
5,rezerwat
